HDI,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SL_UEM_TOTL_FE_ZS,SL_TLF_ACTI_ZS,SP_DYN_LE00_MA_IN,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_CACT_FE_ZS,SP_DYN_LE00_FE_IN,SL_EMP_VULN_FE_ZS,SL_TLF_CACT_MA_ZS
0.798,9.282,44.139,11.207,79.573,69.434,62.837,68.81,76.028,11.2213548224628,81.565
0.8,7.065,37.177,8.06,79.661,69.473,62.758,68.86,76.176,10.52104447359,81.513
0.8,6.753,39.172,9.114,79.665,69.417,62.82,68.751,75.87,9.92843093110885,81.47
0.801,7.194,40.785,9.268,79.49,69.319,63.372,68.22,75.962,9.3313308850274,81.559
0.798,14.444,38.38,14.034,79.242,69.068,64.153,67.491,76.071,7.41300501327042,81.744
0.8,14.151,35.993,14.747,79.203,69.278,64.152,67.407,76.149,7.78873718478208,81.681
0.8,13.759,33.855,15.364,79.137,69.301,64.242,67.295,75.762,7.89177271311141,81.611
0.803,14.068,34.694,13.968,79.19,69.509,63.99,67.458,75.922,7.94440987347024,81.398
0.804,16.109,28.784,16.259,79.011,69.684,64.47,66.965,76.295,7.87573860644708,81.431
0.807,13.037,33.017,14.642,79.003,70.013,64.456,66.887,76.639,8.01114633513465,81.326
0.807,11.09,30.622,13.005,78.968,69.76,64.551,66.702,76.372,8.12201556810501,81.263
0.809,11.084,28.642,14.479,79.002,70.067,64.493,66.671,76.938,8.14738104322232,81.175
0.812,8.354,26.67,11.382,79.107,70.04,64.226,66.801,77.17,8.1798198086628,81.044
0.814,10.048,26.371,9.948,79.224,70.225,63.969,66.902,77.32,8.3335826626375,80.906
0.802,9.977,26.022,9.886,79.281,68.445,63.941,66.802,73.83,8.37084504550547,80.801
0.798,12.893,25.84,12.205,73.872,69.102,58.125,62.057,76.27,8.51946770751793,75.129
0.799,11.734,25.686,11.413,76.277,68.121,60.324,64.288,75.096,8.63919491955282,77.101
0.727,0.515,21.714,4.267,66.932,72.05,60.82,28.984,73.599,0.482284790515964,87.51
0.727,0.454,21.453,3.981,66.874,72.112,60.27,29.606,73.995,0.473166164823765,87.083
0.732,0.391,20.92,3.648,66.787,72.578,59.718,30.22,74.352,0.462754218182682,86.587
0.732,0.463,20.543,3.971,66.708,72.596,59.163,30.842,74.702,0.454606530210059,86.089
0.737,0.48,20.576,4.012,66.665,72.802,58.605,31.476,75.111,0.444425721928513,85.644
0.742,0.558,19.764,4.284,66.668,73.182,58.046,32.126,75.963,0.436594562413177,85.288
0.747,0.515,18.013,4.097,66.729,73.233,57.484,32.794,76.367,0.427668278170324,85.033
0.753,0.498,18.012,4.009,66.874,73.245,56.921,33.494,76.636,0.422051308882261,84.902
0.761,0.489,14.928,3.948,67.132,73.735,56.355,34.244,76.716,0.416004716903877,84.918
0.775,0.461,13.276,3.818,67.511,74.099,55.788,35.045,77.48,0.407905673737032,85.081
0.786,0.475,13.127,3.853,67.99,74.634,55.22,35.895,77.669,0.399106002554278,85.355
0.792,0.478,13.508,3.846,68.545,74.772,54.95,36.728,77.908,1.16023917932964,85.749
0.799,0.464,16.878,3.778,68.948,75.126,54.68,37.536,77.97,1.12467495868933,85.764
0.795,0.423,20.395,3.611,69.102,75.308,54.409,38.256,78.253,0.504187918206915,85.21
0.791,0.396,19.42,3.495,69.318,75.617,54.138,38.975,78.723,1.09817888867689,84.733
0.794,0.393,16.944,3.486,69.797,75.842,53.867,39.769,78.941,1.09665409581497,84.717
0.8,0.382,15.502,3.439,70.514,76.281,53.595,40.642,79.469,1.05749351163507,85.102
0.803,0.384,15.01,3.449,71.406,76.838,53.324,41.594,79.719,1.07699118605868,85.762
0.803,0.411,16.258,3.567,72.386,77.323,53.052,42.626,79.901,1.11354131260437,86.547
0.807,0.44,15.732,3.679,73.07,77.737,52.78,43.601,79.966,1.04887725814621,86.955
0.812,0.486,15.734,3.929,72.484,77.882,51.22,42.582,80.109,1.06841176342415,86.49
0.827,0.479,15.827,3.953,72.836,78.03,52.145,42.818,80.369,1.05561535701471,86.65
0.839,0.466,16.892,3.891,72.965,78.126,53.069,42.986,80.646,1.07244142184532,86.742
0.839,0.438,15.061,3.745,72.598,78.2,53.991,42.994,80.813,1.06557697571658,86.401
0.859,0.447,14.492,3.78,72.523,78.342,54.91,43.029,80.84,0.990968940435172,86.158
0.862,0.468,14.009,3.885,72.961,78.462,54.951,43.222,81.033,0.971705502251811,86.372
0.867,0.472,13.239,3.917,73.498,78.612,55.005,43.54,81.116,0.998299501742118,86.706
0.88,0.474,11.627,3.919,73.958,78.816,55.369,44.067,81.195,1.01586570301477,87.073
0.888,0.484,9.676,3.946,74.151,78.98,55.651,44.354,81.319,1.02161211639911,87.231
0.884,0.874,9.185,5.171,73.269,78.165,54.594,43.484,80.433,1.04160505364769,86.24
0.884,0.713,8.676,4.614,73.631,77.757,54.135,43.672,80.018,0.999676765302225,86.607
0.397,2.232,166.996,2.083,59.089,55.217,76.205,25.729,53.07,78.1106907318171,88.836
0.416,2.307,167.401,2.087,59.136,58.192,76.079,25.897,57.049,78.2103102775682,88.758
0.423,2.387,164.391,2.095,59.203,58.575,75.978,26.108,57.25,78.2730106814221,88.681
0.431,2.465,162.84,2.102,59.282,59.113,75.859,26.35,58.095,78.3114199322754,88.593
0.44,2.544,158.828,2.111,59.368,59.905,75.741,26.619,59.005,78.3373044386017,88.494
0.446,2.623,151.819,2.12,59.334,60.341,75.266,26.85,58.62,78.3333603210021,88.232
0.458,2.782,151.788,2.42,59.314,61.526,74.802,27.111,61.315,78.3099047140275,87.969
0.473,2.94,149.733,2.723,59.308,63.877,74.343,27.393,63.947,78.2420462287327,87.714
0.487,3.097,146.969,3.027,59.317,66.394,73.878,27.676,66.022,78.1539853209936,87.46
0.491,3.251,147.994,3.331,59.329,65.472,73.401,27.951,66.109,78.0171310365619,87.217
0.498,3.551,142.584,3.831,59.312,65.665,72.879,28.153,66.66,77.8341381908398,87.03
0.505,3.853,138.077,4.333,59.318,65.74,72.358,28.367,67.627,77.5451739594957,86.896
0.511,4.156,136.63,4.834,59.34,65.648,71.875,28.583,68.218,77.330413689218,86.801
0.518,3.756,134.765,5.932,59.367,66.038,71.407,28.794,68.534,77.3612703063406,86.723
0.525,3.343,121.664,7.016,59.394,66.005,70.943,29.005,68.817,77.3289745958403,86.656
0.53,2.652,119.067,6.419,59.353,65.911,70.384,29.131,68.793,76.9747755616961,86.608
0.533,3.148,123.323,6.711,59.192,65.417,68.607,29.541,68.213,78.6645062364059,86.029
0.535,3.651,115.765,7.014,59.032,65.597,66.839,29.962,68.731,80.2075757095146,85.451
0.547,4.158,112.422,7.327,58.87,66.111,65.059,30.384,68.863,81.6239731929766,84.843
0.558,2.993,112.165,4.423,58.707,67.165,63.235,30.789,70.312,82.8446047062659,84.158
0.565,3.069,100.959,5.469,58.545,67.339,61.404,31.191,70.467,81.1573597120663,83.438
0.575,3.135,100.956,6.5,58.382,67.605,59.576,31.595,71.831,79.3814254112913,82.696
0.577,3.196,99.307,7.518,58.213,67.108,57.749,32.007,72.54,77.4813737608948,81.945
0.585,3.16,88.557,7.441,58.043,67.876,55.929,32.424,72.42,75.4721558886048,81.18
0.604,3.125,83.664,7.363,57.882,68.498,54.12,32.847,72.739,73.3983230281636,80.399
0.613,3.087,83.359,7.283,57.731,69.085,52.312,33.271,73.325,71.2255134982294,79.594
0.622,3.308,78.29,6.656,60.402,69.822,54.112,36.449,73.95,69.6078742440433,80.89
0.636,3.306,78.359,6.651,60.644,70.889,54.149,36.703,74.346,68.4915359910847,80.948
0.646,3.305,77.678,6.648,60.865,70.713,54.145,36.906,75.09,67.3441327663427,81.012
0.657,4.177,76.411,7.732,60.351,70.187,53.464,36.565,73.957,67.1987146704632,80.262
0.662,4.055,75.496,7.688,61.236,70.599,52.857,37.868,74.267,66.5591976949814,80.486
0.729,19.916,55.043,25.022,76.834,70.219,66.686,59.69,75.286,8.20513922310072,74.605
0.729,20.496,56.765,25.673,76.049,70.278,65.633,59.356,75.371,9.00240150580905,73.739
0.733,21.675,56.318,27.718,76.911,70.387,67.322,60.206,75.813,9.6805821858114,74.233
0.738,18.435,56.399,27.979,77.79,70.364,69.012,61.049,75.882,9.417338363917,74.72
0.742,16.7,55.938,22.819,78.567,70.526,67.299,62.582,75.89,9.41711001514504,74.371
0.746,11.818,56.26,17.812,77.509,70.772,68.668,61.339,76.138,9.40897557000241,73.308
0.75,11.416,55.827,17.999,78.44,70.787,65.262,62.402,76.129,8.12200261589885,73.84
0.751,8.539,55.928,16.538,78.331,71.006,64.771,62.036,76.276,8.58843081541843,74.167
0.753,7.948,52.703,13.509,78.332,71.418,64.442,61.563,76.481,9.14595118238276,74.822
0.76,7.446,53.139,11.402,79.27,71.63,63.264,62.688,76.368,7.86288658091574,75.402
0.761,8.01,54.927,11.811,80.179,71.881,62.091,63.801,76.425,8.93317132442285,75.973
0.765,8.547,53.007,12.207,78.897,72.065,61.214,62.83,76.481,9.12238100707148,74.821
0.769,9.528,51.115,12.547,79.681,72.091,59.956,63.933,76.668,8.45459954012639,75.204
0.774,8.733,49.185,10.445,80.012,72.433,63.148,64.476,76.835,9.82138714915333,75.513
0.779,7.44,47.61,10.785,79.784,72.652,62.227,64.497,76.942,9.88508226015158,75.241
0.784,7.696,46.114,9.809,77.759,72.751,61.533,62.784,77.2,9.92512272416579,73.585
0.789,6.443,46.1,8.441,77.609,73.002,61.398,61.973,77.497,10.0095416910339,74.357
0.792,6.864,45.655,9.427,77.419,73.137,59.885,62.537,77.576,10.1249923411556,73.35
0.794,10.148,45.758,9.888,77.495,73.357,58.869,62.714,77.819,10.3378780707513,73.139
0.792,10.902,45.138,10.472,77.554,73.567,57.842,62.888,77.68,10.603703364754,72.923
0.79,9.792,44.533,12.619,77.587,73.785,56.805,63.058,77.869,10.755457634482,72.703
0.793,10.945,43.017,12.264,76.188,73.989,52.44,61.077,78.031,10.9766747646041,71.952
0.793,11.663,42.192,11.433,76.571,74.163,53.326,62.022,78.213,11.233045622688,71.985
0.795,11.69,41.888,12.65,74.074,74.342,47.201,60.445,78.436,10.7065937046314,67.781
0.798,10.635,41.555,8.974,74.056,74.54,46.138,60.847,78.591,10.2036185404816,67.451
0.801,7.85,41.218,8.65,75.65,74.737,44.599,61.913,78.724,10.1301074159753,69.388
0.803,8.466,41.438,8.776,74.809,74.863,43.376,60.543,78.841,11.1511439380292,68.647
0.804,8.113,42.154,8.532,73.908,75.013,48.002,59.508,78.958,12.2505610480985,68.103
0.806,9.541,42.163,7.278,73.27,75.23,46.84,59.064,79.123,13.0533297320009,65.908
0.803,11.208,42.421,8.269,72.011,75.418,44.885,57.585,79.21,13.4517963097801,64.511
0.803,10.831,42.297,8.137,72.782,75.629,45.586,58.324,79.359,13.831875237733,64.426
0.674,21.791,38.343,13.359,69.74,62.9,50.149,52.848,74.3,2.43103735361048,66.539
0.681,30.05,35.765,18.424,69.759,63.0,49.967,52.7,74.3,2.4910357596006,66.195
0.687,21.073,32.632,12.923,69.584,62.9,49.265,52.511,74.3,2.46297906012224,65.612
0.693,17.265,30.466,10.59,69.589,62.7,48.687,52.541,74.4,2.44710543410935,65.28
0.698,15.794,28.636,9.688,69.768,62.2,48.42,52.742,73.9,2.40566993789172,65.219
0.708,15.029,26.695,9.218,70.489,63.4,48.504,53.465,74.7,2.36735167927673,65.643
0.713,14.236,25.391,8.731,71.126,62.8,48.588,54.047,74.5,2.34319958520352,65.963
0.718,13.394,23.865,8.215,71.659,62.3,48.672,54.503,74.1,2.29959165188049,66.213
0.728,12.554,23.536,7.7,72.114,62.7,48.756,54.861,74.7,2.24413129711204,66.434
0.74,11.676,22.657,7.162,72.512,63.2,48.84,55.165,75.0,2.15949547132982,66.642
0.749,10.82,22.343,6.637,72.906,62.9,48.925,55.515,75.1,2.09993560034206,66.927
0.761,9.978,22.745,6.121,73.291,63.6,49.009,55.908,75.5,2.03664048295971,67.29
0.772,9.169,22.904,5.624,73.653,64.5,49.093,56.354,76.2,1.97871578607419,67.743
0.782,8.339,23.221,5.115,74.0,64.7,49.177,56.831,76.5,1.89465698971443,68.281
0.784,7.557,24.058,4.635,74.314,64.7,49.261,57.296,76.4,1.88363458822749,68.881
0.79,7.535,22.382,4.566,74.648,64.6,49.345,57.735,76.5,1.8582673871137,69.445
0.798,7.534,22.39,4.508,75.093,64.7,49.429,58.166,76.7,1.80971801024761,69.991
0.805,7.503,23.588,4.434,75.618,66.6,49.513,58.533,77.6,1.79051994543405,70.449
0.806,7.51,23.005,4.38,76.154,67.3,49.598,58.825,77.9,1.82832396466674,70.775
0.81,7.503,20.613,4.319,76.681,67.8,49.682,59.079,78.4,1.86941144816793,71.005
0.809,7.504,17.837,4.261,77.142,68.6,49.766,59.304,78.9,1.90935376786042,71.19
0.809,7.495,15.529,4.199,77.547,68.9,49.85,59.501,79.0,1.93105739810802,71.325
0.811,7.253,12.936,4.053,77.932,69.3,48.98,59.436,79.2,2.16630591273386,71.675
0.812,5.943,11.596,3.568,78.152,69.2,47.46,59.024,79.4,2.41831128080135,72.072
0.81,5.12,11.83,3.206,78.354,69.3,45.07,59.331,79.4,2.2841759848656,71.49
0.8,4.79,11.904,3.314,78.497,67.306,46.15,59.067,77.866,2.4346297044344,71.485
0.801,4.737,11.85,3.075,78.826,67.298,42.92,59.427,77.697,2.63113612948596,71.402
0.818,4.554,12.393,10.65,60.234,72.88,37.563,37.97,79.67,13.6272091823521,61.335
0.835,4.794,12.167,9.507,60.795,73.0,36.684,38.875,79.87,14.5208600905959,61.111
0.849,6.165,11.285,10.828,61.077,72.96,36.093,39.559,79.9,14.2062744940947,60.587
0.857,7.701,10.441,12.431,61.969,73.36,37.304,40.169,80.19,13.736901822065,61.174
0.864,7.311,10.083,12.211,62.376,73.47,35.978,40.541,80.38,14.1702278125604,61.187
0.87,7.405,10.297,12.402,62.426,73.88,35.539,40.561,80.66,14.0199443614486,60.916
0.874,7.09,10.27,11.53,62.821,74.2,34.646,41.005,80.7,13.3752888520387,60.667
0.876,7.579,10.406,11.698,63.434,74.4,35.728,41.662,80.7,12.6213372610328,60.643
0.879,7.474,10.986,10.215,64.631,74.4,35.548,43.167,81.0,13.6896469991392,61.226
0.884,5.311,11.915,8.282,65.282,74.6,38.737,43.643,81.0,11.4905683286446,61.5
0.889,5.633,12.133,6.923,63.654,74.9,37.166,41.864,81.2,11.0141638282212,60.501
0.891,6.241,11.282,7.801,64.119,75.1,37.334,42.571,81.2,11.3860338380865,60.362
0.893,7.439,10.957,7.999,64.28,75.3,38.086,42.951,81.1,10.650540079201,60.282
0.899,6.646,10.907,8.275,65.287,76.0,35.908,44.25,81.9,9.42241326414697,60.299
0.901,7.597,10.783,9.506,66.708,76.2,37.644,45.691,81.9,9.95241226179185,61.382
0.904,7.401,10.689,9.312,66.467,76.6,37.4,45.815,82.3,9.39839815642095,60.854
0.907,6.664,10.708,8.445,66.976,77.1,36.13,46.534,82.6,9.26380070860354,61.075
0.909,6.472,10.672,7.602,67.078,76.9,35.975,46.912,82.6,8.6804277007463,60.853
0.91,7.743,10.675,8.113,66.904,77.4,34.904,46.947,82.8,8.99868432945997,60.377
0.913,8.104,10.265,8.514,67.656,77.5,35.188,47.713,83.0,8.3899384654991,60.794
0.914,7.108,9.937,7.178,66.727,78.0,34.134,47.034,83.3,8.59318302209194,59.715
0.915,7.649,9.088,7.409,66.941,77.8,34.961,47.1,83.1,8.41701951713283,59.74
0.917,8.645,7.825,8.175,67.546,78.1,33.662,47.766,83.2,8.43620446964,59.665
0.922,9.017,7.448,7.938,67.705,78.8,32.24,48.077,83.9,8.4920590439695,59.226
0.924,9.089,6.862,7.769,67.566,78.7,32.785,48.004,83.4,8.69231419361571,58.883
0.927,8.06,6.489,7.56,67.58,79.0,30.682,47.77,84.0,8.29299300076984,58.708
0.931,7.118,6.075,7.058,68.613,79.2,30.447,48.737,83.9,8.39700128621973,59.181
0.933,6.287,5.717,5.566,69.21,79.4,31.267,49.533,83.9,8.50169101966704,59.055
0.936,5.729,5.304,4.94,69.625,79.8,32.272,49.841,84.3,8.65045876951586,59.133
0.93,5.723,5.239,5.353,69.084,78.5,30.093,49.336,83.0,8.81553859155323,58.487
0.938,6.615,5.33,5.856,70.193,79.5,32.019,50.042,84.4,8.26142871227832,59.113
0.616,7.701,123.933,14.299,57.697,68.721,62.412,33.099,71.906,22.5590604943329,77.573
0.624,7.683,117.981,14.263,58.069,68.614,60.757,34.004,71.462,22.2834901070386,77.434
0.63,7.771,116.228,14.402,58.185,68.474,60.13,34.41,71.632,22.0831246870305,77.391
0.634,9.095,112.111,15.732,58.052,68.351,60.676,34.244,72.483,22.1925465838509,77.423
0.636,10.017,111.14,17.998,59.006,67.978,60.283,35.581,71.981,22.3892123084234,78.0
0.639,11.632,104.564,18.57,59.977,67.671,59.929,36.937,72.172,20.9521173539994,78.561
0.641,8.942,102.718,20.538,60.952,67.187,59.639,38.318,71.444,21.0545568561873,79.117
0.642,10.718,101.626,21.546,60.764,66.536,59.211,39.236,70.884,21.1583049676878,77.878
0.65,9.077,101.826,20.505,61.377,66.591,59.802,39.288,71.209,21.0942220982662,79.071
0.657,7.34,99.894,17.769,61.631,66.338,59.838,39.802,71.06,20.6311402203037,79.079
0.661,5.832,99.264,15.48,61.877,66.057,59.838,40.313,70.95,20.7392277779959,79.073
0.67,7.407,96.295,15.181,62.116,66.306,59.835,40.825,71.528,20.8810834945677,79.065
0.679,7.46,90.829,15.95,62.354,66.518,59.843,41.343,71.612,21.3561379704349,79.064
0.685,7.439,89.73,16.596,62.595,66.893,59.856,41.865,71.853,21.3972752789758,79.064
0.682,7.464,90.57,17.349,62.836,67.177,59.869,42.386,71.829,21.4583949764934,79.06
0.697,6.247,83.613,15.179,63.08,67.717,59.879,42.909,72.775,21.7289220917823,79.054
0.704,5.931,79.723,13.19,63.325,68.168,59.883,43.434,73.484,22.1677111987068,79.048
0.709,5.703,77.025,12.61,63.573,68.618,59.886,43.96,74.045,22.6897291499062,79.042
0.715,5.814,74.454,12.777,63.827,69.175,59.893,44.488,74.861,23.6121770273728,79.033
0.72,5.88,71.989,12.853,64.075,69.588,59.859,45.001,75.37,24.3521797533276,78.995
0.719,5.889,74.011,12.822,64.318,70.019,59.785,45.499,75.677,24.8173308121484,78.93
0.722,5.85,73.396,12.699,64.571,70.714,59.719,45.999,76.13,25.8327198090266,78.866
0.721,5.83,72.832,12.611,64.835,71.35,59.656,46.499,76.266,26.4701487758544,78.801
0.716,4.767,70.722,14.069,65.833,70.674,61.446,47.393,76.341,23.6862194895496,79.598
0.714,5.45,69.786,11.09,66.214,70.357,60.691,48.255,76.486,24.810559301111,79.479
0.72,4.416,70.523,11.181,66.598,70.584,59.942,49.117,76.668,31.1630858489711,79.36
0.716,4.609,69.627,9.85,66.23,70.731,58.783,48.71,76.845,32.1713705441557,79.317
0.715,5.365,72.062,11.984,66.186,70.84,60.262,48.911,77.021,33.2748222944437,78.622
0.718,6.01,64.404,13.905,66.099,71.062,62.034,48.962,77.247,34.2023823931122,77.987
0.705,7.222,56.671,16.036,64.11,69.564,60.188,47.333,76.626,30.3964047840722,75.387
0.698,6.892,57.127,15.244,64.796,67.119,61.746,48.357,74.332,27.1582703253759,75.294
0.355,2.424,124.259,0.633,72.9,50.894,78.2,56.972,56.378,88.8346153436454,88.558
0.36,2.157,122.479,0.576,72.871,51.431,78.06,56.975,56.761,88.7284371899916,88.506
0.367,2.171,127.359,0.592,72.831,52.123,76.271,57.708,56.932,88.5930932434747,87.585
0.372,2.142,124.946,0.599,72.794,52.711,74.416,58.464,57.08,88.1814035676158,86.657
0.379,1.886,121.609,0.555,72.767,53.393,72.491,59.245,57.14,88.1686516373893,85.727
0.385,1.816,120.739,0.554,72.735,53.962,70.521,60.039,57.085,87.937470633509,84.769
0.393,1.56,117.66,0.506,72.7,54.304,68.502,60.85,57.587,87.7679265368366,83.788
0.398,1.497,120.879,0.508,72.664,54.357,66.434,61.685,58.024,87.4914149863521,82.788
0.405,1.337,120.303,0.484,72.627,54.654,64.316,62.546,58.347,87.2851632628864,81.768
0.412,1.202,117.261,0.466,72.59,54.684,62.15,63.433,58.428,87.057979193543,80.725
0.423,1.039,117.756,0.439,72.553,54.924,59.936,64.348,58.349,86.8417624820514,79.656
0.431,0.921,115.452,0.426,72.515,55.158,57.678,65.292,58.002,86.5388596109467,78.559
0.438,0.958,115.528,0.521,72.519,55.263,55.59,65.756,58.164,86.310393355375,78.084
0.444,0.964,114.768,0.608,72.524,55.552,53.474,66.223,58.05,86.1225458936543,77.608
0.45,1.015,109.721,0.724,72.529,55.703,51.337,66.697,58.504,85.7650603273142,77.136
0.456,0.988,105.206,0.801,72.535,56.033,49.188,67.173,58.836,85.5863145735151,76.661
0.464,0.938,104.604,0.859,72.543,56.379,47.035,67.647,58.93,85.5441108662423,76.181
0.47,0.858,101.052,0.886,72.55,56.462,44.883,68.126,59.24,85.4513199838631,75.701
0.475,0.873,98.103,0.99,72.555,56.568,42.742,68.608,59.311,85.285227797121,75.22
0.481,0.937,95.85,1.148,72.559,57.014,40.618,69.094,59.68,85.0304006438165,74.738
0.486,2.432,93.653,2.875,72.565,57.163,38.514,69.583,59.733,84.7304497503389,74.255
0.494,2.17,93.041,2.626,71.334,57.627,37.485,67.819,59.775,84.5946789358714,73.589
0.503,1.82,93.969,2.284,70.069,57.696,36.467,66.004,60.213,84.5548531628338,72.91
0.506,1.587,95.483,2.05,68.768,57.962,35.46,64.14,60.265,84.5608825839234,72.22
0.509,1.587,95.516,2.062,67.441,58.058,34.464,62.232,60.682,84.2812772978745,71.516
0.508,1.615,96.016,2.105,66.09,58.332,33.478,60.283,60.731,84.00325665406,70.798
0.505,1.519,95.546,2.021,64.712,58.505,32.504,58.299,61.199,83.9335120452084,70.065
0.506,1.247,95.481,1.74,63.309,58.916,31.541,56.283,61.354,83.9479933544959,69.315
0.506,1.156,93.897,1.634,63.266,59.05,31.202,56.323,61.858,83.8260047117482,69.126
0.501,1.431,92.935,1.84,62.668,58.693,30.898,55.784,61.485,83.9487821650466,68.464
0.502,1.564,92.259,2.052,61.677,58.221,30.854,54.796,61.445,83.8852654262161,67.504
0.582,2.763,38.769,4.063,70.337,67.027,40.551,63.367,70.092,77.6173077476337,72.236
0.591,1.994,35.764,4.892,69.324,67.407,35.663,62.38,70.628,83.9623186730625,71.711
0.597,1.914,33.867,2.216,66.646,67.836,28.704,63.088,71.091,85.9055230873096,65.522
0.604,2.241,32.736,3.769,67.418,68.233,27.724,58.263,71.451,85.7222906267741,71.321
0.615,1.979,31.189,3.615,64.525,68.567,25.504,54.019,71.798,84.9795121951219,69.966
0.625,1.904,29.516,3.26,65.633,68.875,28.52,55.063,72.072,85.0825622028586,70.064
0.635,2.181,27.035,3.584,65.421,69.141,28.083,54.979,72.317,84.923086038468,69.814
0.644,2.46,24.207,3.913,65.172,69.371,27.647,54.899,72.576,84.5081739689404,69.567
0.655,2.74,21.632,4.243,64.895,69.602,27.23,54.824,72.914,84.1317128280408,69.323
0.668,2.279,19.659,3.317,68.612,69.813,25.721,60.69,73.236,83.4487766377269,71.28
0.675,4.217,19.242,6.096,70.103,69.965,25.845,63.06,73.536,83.1096973083844,71.984
0.677,3.705,18.977,6.203,71.237,70.141,26.04,64.95,73.773,82.9632496979508,72.708
0.556,3.085,93.355,2.725,70.492,55.573,60.288,57.473,58.626,74.8616717655996,81.85
0.563,3.199,90.998,2.799,70.451,56.165,60.494,57.407,59.093,74.8119426196584,81.807
0.573,3.221,91.551,2.814,70.695,56.805,60.355,57.764,60.044,74.7521097583222,81.817
0.582,3.256,89.587,2.836,71.003,57.295,60.127,58.181,60.718,74.6447193149381,81.822
0.592,2.779,88.334,2.507,71.303,57.82,59.861,58.607,61.291,74.5247711997923,81.831
0.603,2.45,89.919,2.272,71.567,58.339,59.685,58.978,61.885,74.3038748074128,81.844
0.615,2.114,90.963,2.034,71.879,59.04,59.413,59.451,62.523,73.9327284570099,81.874
0.626,2.099,91.297,2.154,72.415,59.537,60.589,60.133,63.207,73.8793885327331,81.958
0.625,2.231,92.943,2.392,72.944,59.975,61.76,60.812,63.874,73.6410553381953,82.044
0.625,2.32,90.335,2.606,71.641,60.419,58.895,58.77,64.394,72.051152069452,81.223
0.625,2.449,87.173,2.862,71.578,60.836,58.082,59.031,64.99,71.1160055026265,80.928
0.622,2.362,84.271,2.933,71.494,61.212,57.277,59.299,65.556,71.7627029660236,80.64
0.619,2.349,82.575,3.068,71.414,61.463,56.471,59.57,65.977,72.3471475302645,80.351
0.626,2.247,81.857,3.111,71.338,61.916,55.661,59.843,66.242,69.5332304821314,80.059
0.634,2.168,81.135,3.17,71.267,62.252,54.848,60.117,66.676,69.2453260188343,79.766
0.637,2.083,80.342,3.212,74.273,62.613,61.428,63.382,67.106,66.8900958084413,81.99
0.644,2.07,79.335,3.337,72.108,62.859,59.849,60.887,67.354,65.6062137020969,81.085
0.651,2.003,77.608,3.39,73.167,63.206,57.336,61.998,67.857,65.0327696756183,81.561
0.657,2.47,76.246,3.625,73.588,63.581,56.165,62.592,68.358,63.2403209997549,81.595
