SL_EMP_VULN_FE_ZS,SL_EMP_VULN_MA_ZS,SL_TLF_ACTI_1524_FE_ZS,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_ACTI_1524_ZS,SL_TLF_ACTI_FE_ZS,SL_TLF_ACTI_MA_ZS,SL_TLF_ACTI_ZS,SL_TLF_CACT_FE_ZS,SL_TLF_CACT_MA_ZS,SL_UEM_TOTL_FE_ZS,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SP_DYN_LE00_FE_IN,SP_DYN_LE00_MA_IN,desenv
69.2453260188343,48.5586129085838,43.575,54.848,49.312,61.35,80.94,71.267,60.117,79.766,3.17,2.168,81.135,66.676,62.252,1
66.8900958084413,51.8115576359756,47.883,61.428,54.777,64.924,83.399,74.273,63.382,81.99,3.212,2.083,80.342,67.106,62.613,1
65.6062137020969,46.5727891299242,43.441,59.849,51.792,61.818,82.16,72.108,60.887,81.085,3.337,2.07,79.335,67.354,62.859,1
65.0327696756183,46.8928911676195,44.597,57.336,51.08,63.623,82.497,73.167,61.998,81.561,3.39,2.003,77.608,67.857,63.206,1
63.2403209997549,45.1750088703178,45.243,56.165,50.801,64.297,82.677,73.588,62.592,81.595,3.625,2.47,76.246,68.358,63.581,1
63.9677166754228,46.1787731786711,45.048,58.124,51.7,63.992,83.037,73.616,62.229,81.825,3.15,2.191,76.308,68.688,63.821,1
64.6640147755203,47.1024744890805,44.851,60.084,52.598,63.692,83.399,73.647,61.865,82.055,2.685,1.923,75.015,69.088,64.163,1
60.4743791591649,46.5325694485634,36.086,53.355,44.866,59.31,80.856,70.189,57.652,79.555,2.838,1.515,73.741,69.312,64.288,1
62.2121820582742,49.0538265563597,39.273,52.686,46.09,60.191,80.938,70.663,58.78,79.798,3.035,2.003,72.664,69.663,64.57,1
63.5473905476153,48.1009299236816,42.969,59.572,51.405,62.619,82.918,72.86,61.172,81.556,2.881,1.375,71.441,69.771,64.737,1
64.1275206003577,51.4681450271957,34.567,53.287,44.076,55.798,80.884,68.45,54.61,79.546,3.807,2.632,70.233,69.911,64.9,1
68.3477721726442,62.5608413261018,36.925,49.947,43.538,58.363,79.131,68.833,56.949,77.777,4.044,3.101,68.823,70.259,65.17,1
69.0544627971174,60.6760709558141,38.206,50.673,44.536,60.368,79.454,69.987,59.139,78.135,4.054,3.344,68.203,70.347,65.228,1
69.7088252505182,58.7400018594316,44.218,54.837,49.608,64.973,81.332,73.215,63.586,80.033,3.615,3.445,66.461,70.383,65.279,1
68.9392965205846,56.8532403694509,41.846,56.094,49.077,62.281,82.302,72.365,60.736,80.661,4.0,3.438,65.629,70.475,65.37,1
69.8165256697826,60.6215153768828,42.172,57.006,49.698,61.372,81.652,71.581,59.337,80.074,9.837,6.457,64.383,67.841,61.559,1
72.8514768099934,61.1550164297732,39.142,49.662,44.479,59.709,80.433,70.132,57.599,78.639,5.706,4.635,63.792,66.8,60.879,1
28.0016148123329,18.7297875374305,24.529,36.576,30.601,34.484,62.866,48.536,29.581,56.531,29.299,23.334,17.848,77.311,71.484,1
26.8626715709251,18.155066584997,24.39,36.44,30.471,34.57,63.011,48.663,29.53,56.46,30.316,24.337,17.971,77.988,71.932,1
26.0986853805009,18.7384020655402,24.712,37.107,30.977,35.215,63.383,49.187,29.914,56.544,31.243,25.268,18.914,76.83,72.21,1
25.4404897704612,19.471878693534,25.038,37.778,31.49,35.83,63.718,49.677,30.255,56.582,32.215,26.237,18.222,78.55,72.806,1
24.7399780628021,20.1894693686307,25.366,38.454,32.011,36.414,64.023,50.136,30.528,56.571,33.068,27.108,17.836,78.692,73.357,1
24.169399805499,21.0287088836529,25.696,39.135,32.537,36.977,64.3,50.569,30.797,56.576,33.971,28.02,17.153,78.332,72.36,1
23.5341020436239,21.7699764069819,26.03,39.82,33.064,37.516,64.538,50.969,31.086,56.624,34.847,28.909,16.594,79.141,73.174,1
23.3617762945953,21.5635306653523,25.43,40.32,33.039,37.661,65.958,51.76,31.077,57.915,32.927,26.709,16.015,78.953,73.201,1
23.9649800766491,21.7256794423664,25.37,39.53,32.615,39.476,66.627,53.011,32.443,58.368,26.783,21.402,16.29,79.607,73.892,1
26.8831566217076,20.6505942488543,24.16,39.81,32.173,40.038,66.456,53.21,32.862,57.816,25.643,23.113,16.135,79.726,74.067,1
24.5177229384412,19.9989541546207,25.8,39.27,32.697,41.432,66.783,54.073,34.04,58.176,29.923,25.674,14.83,79.652,74.341,1
22.1670968506412,20.1974247200261,23.27,38.47,31.046,41.558,66.175,53.832,34.024,57.415,29.923,26.095,12.464,79.382,74.492,1
24.2843413194206,21.2414154701771,20.91,37.46,29.366,41.515,66.668,54.057,34.106,58.059,30.645,26.357,12.285,79.867,74.406,1
20.8277034561105,20.2711729736917,19.33,36.08,27.887,41.668,66.201,53.911,33.994,57.377,29.003,26.534,10.863,78.624,73.945,1
18.8822389824332,18.2146953987531,23.21,34.2,28.832,43.599,66.708,55.146,35.506,57.69,31.137,25.154,10.655,77.709,73.539,1
19.31246033425,20.7551191804183,24.47,38.84,31.826,43.718,67.339,55.537,35.433,57.837,30.665,25.759,10.862,78.112,74.18,1
19.6057052640101,20.3292219162443,21.26,38.11,29.889,43.262,68.052,55.682,34.845,58.131,30.009,22.499,10.966,78.768,74.775,1
18.5463137533361,17.931246993747,23.18,39.7,31.648,43.938,67.599,55.809,35.409,57.552,23.113,18.856,10.836,78.958,74.849,1
17.6244680566985,15.7189339714226,23.01,40.2,31.826,43.678,68.37,56.084,34.894,57.687,20.306,17.189,10.493,79.093,75.034,1
21.8808643212418,17.2992937212467,29.61,39.12,34.486,46.18,68.213,57.265,36.947,57.607,18.754,13.631,10.223,79.22,75.208,1
21.7848116215897,17.5204658988867,26.817,36.925,31.996,45.577,69.811,57.784,36.009,58.09,18.553,14.13,10.049,78.414,74.04,1
21.7575071853095,17.2151272577711,24.792,39.558,32.353,49.484,72.321,60.999,39.63,60.572,18.147,12.679,9.86,77.53,73.108,1
36.7029598443125,34.0202345685429,41.849,54.029,47.604,48.832,74.616,60.905,46.625,73.853,16.968,11.536,96.354,63.018,55.968,1
35.6576852188522,32.727910663698,41.318,53.046,46.864,48.915,74.168,60.738,46.707,73.406,19.087,14.348,93.775,61.862,54.865,1
34.8009732119701,31.7223665947446,40.768,52.011,46.098,48.976,73.663,60.554,46.778,72.914,21.05,17.097,91.278,60.67,54.749,1
34.073641145529,30.7265689941812,40.128,50.851,45.224,49.054,73.099,60.351,46.863,72.355,22.997,19.87,87.763,59.507,52.848,1
26.1507596990707,21.7449292868287,39.364,49.543,44.214,49.159,72.472,60.131,46.968,71.711,23.57,19.769,83.282,58.225,51.927,1
20.3018068321737,14.6109671602511,38.709,48.41,43.343,49.248,71.914,59.936,47.059,71.145,24.14,19.675,78.799,57.032,51.669,1
20.8035503672699,15.0160581771524,37.93,47.074,42.311,49.364,71.261,59.714,47.171,70.469,23.638,18.961,75.043,55.807,51.054,1
21.5775749674054,15.6309001462572,37.164,45.538,41.187,49.491,70.498,59.445,47.3,69.724,23.68,18.707,72.574,54.662,50.342,1
21.8757294016961,15.8717421772314,36.636,43.712,40.047,49.745,69.332,59.051,47.858,68.607,20.261,16.557,70.339,53.651,49.692,1
22.360175800843,16.2530180682267,36.031,41.988,38.912,49.959,68.201,58.649,48.436,67.476,17.264,14.772,67.562,52.84,49.136,1
23.3090707284744,16.9951195403719,36.231,42.738,39.391,50.667,67.934,58.915,49.087,67.203,22.101,15.655,65.492,52.448,48.86,1
24.098018437581,17.5978186586554,36.413,43.503,39.869,51.379,67.671,59.179,49.74,66.935,24.455,18.726,63.077,52.388,48.837,1
25.0468232243193,18.308584735598,36.579,44.281,40.349,52.092,67.413,59.444,50.396,66.67,26.496,21.559,61.571,52.648,49.199,1
25.9461328296286,18.9773949765129,36.734,45.069,40.829,52.806,67.159,59.708,51.052,66.409,24.312,19.572,59.931,53.276,49.902,1
26.6754692741417,19.5067658415225,36.876,45.872,41.312,53.519,66.908,59.971,51.71,66.151,22.334,17.759,59.696,54.383,50.783,1
27.3691107272619,19.9740952380952,37.001,46.694,41.796,54.231,66.657,60.232,52.367,65.894,20.126,15.754,58.547,55.147,52.596,1
28.3054505249953,21.192932431539,36.469,45.545,40.973,55.324,67.938,61.43,53.428,67.054,19.596,14.579,57.236,56.99,54.371,1
29.5595294435806,22.8286526849329,35.925,44.428,40.156,56.415,69.195,62.617,54.487,68.195,19.244,13.544,55.484,58.443,55.689,1
31.1095029468524,25.0413924417401,35.37,43.34,39.344,57.507,70.433,63.792,55.543,69.319,19.746,13.097,54.02,60.03,56.431,1
30.5317100013757,25.5189712447497,34.421,42.454,38.435,54.487,67.054,60.608,52.652,66.056,21.579,14.691,52.223,61.829,58.093,1
29.8403651075194,25.8769303498267,34.084,42.151,38.12,55.191,67.469,61.178,53.319,66.446,21.533,15.048,50.857,62.816,58.173,1
29.9647038155015,26.9857615961731,33.746,41.852,37.807,55.898,67.886,61.748,53.987,66.836,21.012,15.042,50.619,62.928,58.587,1
29.4463619619558,27.5149393674209,33.41,41.553,37.494,56.604,68.3,62.315,54.654,67.224,21.067,15.457,50.406,64.637,59.302,1
28.9817396968724,27.2436211251885,33.076,41.254,37.183,57.321,68.718,62.889,55.32,67.611,21.215,15.945,49.512,65.391,59.781,1
29.4087979172801,27.905582794874,32.748,40.951,36.872,58.049,69.138,63.47,55.983,67.993,21.524,16.565,54.22,66.284,61.262,1
28.9356852809103,27.6914816542908,32.427,40.644,36.562,58.778,69.556,64.053,56.642,68.371,21.804,17.168,49.893,68.059,62.77,1
29.0120888265954,27.9277567845315,32.113,40.334,36.252,59.513,69.974,64.638,57.298,68.746,21.981,17.692,44.219,69.428,63.968,1
29.0207965418171,28.0150510708988,31.805,40.021,35.944,60.251,70.391,65.226,57.95,69.118,21.672,17.798,48.812,67.371,63.336,1
29.1555296117648,28.2330326198645,31.5,39.708,35.636,60.994,70.81,65.816,58.6,69.487,21.966,18.422,51.149,67.891,62.934,1
29.3390771726583,28.6008594707749,32.178,38.259,35.242,59.506,69.103,64.225,56.981,67.78,22.65,19.578,50.083,68.051,63.142,1
29.2482498183714,28.4802502498005,35.926,39.962,37.96,62.087,70.712,66.331,59.263,69.351,26.158,20.37,49.324,63.594,58.691,1
32.3817568507096,33.2784465096793,46.594,81.174,63.946,46.671,87.755,66.944,43.794,84.136,7.911,5.362,86.993,69.335,63.442,1
32.4652236545533,33.662317887827,47.043,80.086,63.628,47.788,87.068,67.171,44.746,83.391,8.08,5.498,85.679,69.775,63.799,1
32.4225722189274,33.8817310955615,47.519,78.97,63.309,48.921,86.365,67.397,45.708,82.632,7.434,5.226,85.805,70.18,64.19,1
32.3355812113703,33.9236084737773,48.023,77.825,62.989,50.067,85.644,67.623,46.679,81.861,8.278,5.572,85.549,70.646,64.637,1
32.1044750326184,33.7188929781762,48.558,76.647,62.668,51.225,84.904,67.846,47.661,81.077,9.062,5.887,86.592,71.089,64.905,1
29.5305637170625,33.5381618396584,47.464,72.881,60.237,50.031,82.713,66.162,46.428,78.803,10.709,6.391,86.76,71.592,65.376,1
30.1400937033971,33.7764112824654,47.932,73.883,60.979,51.191,83.457,67.119,47.487,79.59,12.106,7.075,87.621,72.03,65.743,1
29.8419395915561,34.1299255590096,48.402,73.186,60.869,52.046,82.942,67.3,48.223,79.08,13.689,7.907,88.216,72.432,66.091,1
30.3457577861254,34.7714554290045,49.557,72.949,61.33,53.532,82.875,68.021,49.522,79.005,14.676,8.818,87.211,72.813,66.381,1
30.9233167148609,33.9386817406161,49.837,71.891,60.942,54.671,82.26,68.295,50.669,78.488,14.22,8.659,86.362,73.431,66.262,1
31.7427755060437,33.1901557146879,50.075,70.871,60.552,55.771,81.669,68.559,51.819,77.968,13.76,8.496,85.862,73.969,66.644,1
32.1250185426251,33.1173549012137,52.257,71.67,62.042,57.462,82.0,69.577,53.361,78.152,13.688,8.468,81.978,74.189,66.845,1
31.9330774704544,33.4008503302449,51.968,71.072,61.602,57.72,81.578,69.497,53.483,77.753,14.272,8.941,78.704,74.42,67.206,1
31.4535284267201,32.9125996037454,53.352,71.626,62.572,58.818,81.891,70.206,54.405,77.886,13.34,7.682,78.351,74.916,67.537,1
32.1129792206971,32.4022048396548,55.085,72.829,64.042,60.155,82.125,70.996,55.594,78.045,13.981,7.992,77.864,75.402,68.252,1
30.7895563914056,31.6322477422791,53.764,71.322,62.632,59.923,81.667,70.651,55.301,77.686,12.779,7.386,75.657,75.665,68.545,1
30.0321880037739,31.4737977408381,53.966,70.542,62.342,59.794,81.375,70.439,55.08,77.128,12.484,6.881,73.105,75.88,68.956,1
28.5824386890136,29.4421626354224,53.317,70.18,61.842,59.481,81.398,70.292,54.705,77.078,11.248,6.052,69.789,76.134,69.378,1
27.7645049259706,29.5102972548693,53.046,69.448,61.342,60.215,81.356,70.642,55.187,76.947,12.673,6.971,67.881,76.299,69.664,1
26.4922379781255,29.8636643184358,51.218,67.315,59.362,58.755,80.54,69.499,53.679,75.964,11.46,6.174,66.179,76.592,69.844,1
25.2203516579435,30.1809988049385,49.399,65.111,57.352,57.273,79.68,68.324,52.162,74.949,10.433,5.494,65.23,76.651,70.089,1
21.5717259311593,27.9916566694502,48.541,65.386,57.07,57.605,80.615,68.955,52.394,75.77,9.233,5.808,63.675,76.869,70.287,1
21.4934384980622,28.1954281024668,47.493,64.15,55.93,57.735,80.616,69.023,52.363,75.664,8.978,5.681,62.936,77.12,70.745,1
21.090467112185,28.3449847577648,47.0,62.965,55.09,57.831,80.417,68.976,52.299,75.304,8.33,5.613,63.12,77.432,71.191,1
21.7260199468247,29.5025411282644,47.046,62.599,54.93,58.709,80.477,69.454,52.959,75.229,10.306,7.231,62.434,77.572,71.124,1
21.8796084602671,30.0684810747069,48.099,62.004,55.15,59.202,80.537,69.736,53.207,75.118,13.599,10.074,57.88,77.848,71.092,1
22.6267887180405,30.1414952122144,49.428,62.443,56.03,60.318,80.298,70.185,54.083,74.817,14.876,11.202,55.566,78.032,71.635,1
23.2827192574314,30.0566211908061,49.477,62.608,56.14,60.774,80.194,70.367,54.368,74.625,14.409,10.734,53.436,78.266,71.956,1
23.624288321918,30.5481155007952,50.791,63.102,57.04,61.786,80.41,70.989,55.136,74.723,14.346,10.068,50.015,78.469,72.203,1
23.8986029779011,30.8031150778417,44.564,58.107,51.44,56.63,76.801,66.601,50.186,70.95,16.247,11.799,46.296,77.375,70.7,1
25.4445352664915,32.1731395773147,48.677,60.798,54.831,59.26,79.086,69.062,52.309,72.786,16.434,10.676,45.2,76.009,69.56,1
3.43691148775895,4.42541234954814,37.579,55.695,47.034,48.093,83.828,67.564,46.23,81.901,6.751,3.728,37.336,74.086,70.136,1
3.51059060853972,4.46940726577438,38.32,55.477,47.259,49.129,83.619,67.866,47.217,81.609,6.778,3.821,36.875,74.373,70.269,1
3.58335782807364,4.54271961492178,39.044,55.258,47.483,50.175,83.424,68.176,48.208,81.319,6.813,3.918,34.665,74.654,70.452,1
3.65145650845386,4.61192206288984,39.75,55.026,47.706,51.229,83.217,68.493,49.193,81.014,6.849,4.016,32.329,74.929,70.658,1
3.71429956844301,4.64406052422357,40.44,54.787,47.927,52.289,82.998,68.818,50.17,80.693,6.887,4.114,30.468,75.228,70.886,1
3.75510015905581,4.63667820069204,41.127,54.553,48.148,53.352,82.761,69.142,51.143,80.365,6.922,4.21,28.451,75.525,71.15,1
3.8363059415691,4.66958968970058,41.81,54.33,48.369,54.413,82.502,69.459,52.113,80.03,6.966,4.312,27.803,75.803,71.397,1
3.91257420399352,4.75399014546055,42.483,54.118,48.588,55.465,82.228,69.768,53.078,79.69,7.011,4.414,28.612,76.061,71.641,1
4.00377937876462,4.75237963857084,43.148,53.913,48.807,56.51,81.939,70.071,54.036,79.343,7.051,4.513,28.73,76.308,71.875,1
4.09474706717477,4.71002309054632,43.817,53.709,49.026,57.546,81.642,70.37,54.988,78.989,7.087,4.609,29.152,76.524,72.086,1
4.16511384407887,4.76299794481613,44.498,53.501,49.247,58.57,81.341,70.667,55.931,78.629,7.127,4.706,27.421,76.7,72.289,1
4.23049870477432,4.77281689990727,43.789,52.908,48.607,58.628,81.071,70.531,55.969,78.345,7.181,4.813,24.69,76.85,72.43,1
4.29671935183955,4.74858010693407,43.102,52.304,47.971,58.688,80.803,70.398,56.007,78.057,7.236,4.921,23.189,76.956,72.578,1
4.37300897770055,4.73823320117922,42.439,51.689,47.337,58.757,80.536,70.271,56.046,77.765,7.293,5.031,21.799,77.038,72.663,1
4.46269635551669,4.73778989364348,41.796,51.068,46.704,58.835,80.274,70.153,56.086,77.47,7.353,5.143,20.331,77.089,72.756,1
4.53786614053726,4.74760084263088,41.172,50.44,46.074,58.913,80.01,70.033,56.128,77.172,7.407,5.251,19.029,77.124,72.81,1
4.61454378942082,4.79012676649687,40.565,49.805,45.446,58.983,79.735,69.904,56.17,76.871,7.463,5.36,18.617,77.143,72.844,1
4.73222895467826,4.8147520614481,39.972,49.166,44.819,59.039,79.443,69.759,56.216,76.569,7.522,5.472,17.361,77.149,72.862,1
4.86151081661589,4.95621959694232,39.391,48.526,44.194,59.079,79.13,69.595,56.263,76.265,7.585,5.588,16.517,77.152,72.851,1
4.99205218153913,5.00214508046334,38.818,47.885,43.57,59.116,78.8,69.422,56.31,75.957,7.639,5.696,15.721,77.142,72.843,1
5.0955670310509,4.99378367177787,38.248,47.25,42.948,59.192,78.492,69.286,56.356,75.641,7.69,5.801,15.073,77.126,72.845,1
5.19369214946863,5.04325750141791,37.874,46.446,42.336,59.244,77.403,68.738,56.33,74.526,7.741,5.907,14.866,77.096,72.803,1
5.31444215224528,5.12723505832545,37.491,45.643,41.725,59.329,76.315,68.209,56.311,73.391,7.801,6.022,13.55,77.056,72.774,1
5.42224833028976,5.16073152467136,37.107,44.842,41.116,59.443,75.234,67.696,56.3,72.239,7.863,6.138,12.266,77.041,72.741,1
5.54451434864615,4.90447312024076,36.718,44.043,40.509,59.579,74.155,67.195,56.297,71.069,8.57,7.033,11.525,77.001,72.714,1
5.68063386029458,4.62751033668045,36.325,43.244,39.904,59.742,73.08,66.709,56.302,69.881,9.278,7.928,10.617,76.978,72.697,1
5.76534808943394,4.29779590614826,35.935,42.446,39.299,59.935,72.007,66.238,56.316,68.677,9.98,8.818,10.027,76.963,72.685,1
5.88647004875224,4.03291755976208,35.678,45.329,40.66,61.074,76.034,68.88,57.381,72.83,10.055,7.708,10.025,76.956,72.668,1
8.7008748195154,4.59600506869415,31.914,46.194,39.282,58.546,76.526,67.924,54.966,72.755,7.865,5.71,9.955,76.986,72.706,1
8.26086426227908,6.07289824584929,31.537,45.025,38.498,58.481,76.121,67.678,54.557,72.075,8.848,6.395,10.026,77.033,72.749,1
6.77379251048602,4.43816906308916,31.676,44.424,38.257,59.349,76.199,68.13,55.056,71.867,6.39,3.852,9.978,76.881,72.602,1
12.2890262080144,16.2255504929362,50.418,42.524,46.379,65.916,70.831,68.338,53.633,60.442,10.933,11.259,67.745,74.88,68.4,1
12.2899647703305,16.3221073981238,51.426,43.184,47.215,66.41,71.307,68.822,53.855,60.739,15.07,15.519,66.961,75.09,68.07,1
12.4936258923751,16.6266518017386,47.913,42.234,45.015,65.286,70.864,68.032,52.711,60.187,16.153,16.633,64.513,75.26,67.62,1
12.5006204777893,16.686134861284,44.431,41.303,42.837,64.117,70.398,67.206,51.565,59.632,12.607,12.981,58.724,75.25,67.36,1
12.9757870650171,17.2355679510166,41.008,40.383,40.69,62.91,69.907,66.347,50.417,59.074,10.932,11.255,52.13,74.9,67.39,1
12.8400152798572,17.0689606350495,37.662,39.472,38.581,61.673,69.388,65.46,49.267,58.512,12.31,12.674,49.664,74.58,67.39,1
11.9526521418888,16.1265940822712,34.453,38.523,36.519,60.411,68.85,64.552,48.115,57.945,13.49,13.89,44.35,73.87,67.0,1
12.2088477082651,16.4042599292439,31.33,37.597,34.51,59.164,68.309,63.65,46.965,57.375,11.779,12.577,44.313,74.8,67.5,1
11.9418914533599,16.2731674946082,28.361,36.637,32.559,57.961,67.794,62.786,45.815,56.799,14.153,14.053,47.052,75.1,67.9,1
11.6782080366067,16.1619304884012,25.533,35.667,30.674,56.75,67.255,61.907,44.666,56.218,15.819,16.569,45.249,75.3,68.2,1
9.87850221517974,13.1500213315401,32.405,36.853,34.662,59.318,68.033,63.601,46.457,56.751,18.865,20.866,42.271,75.2,68.5,1
10.3098799903844,13.1642039984852,28.556,35.025,31.84,58.89,67.019,62.891,46.063,56.028,17.363,18.783,40.829,75.4,68.5,1
10.4590386507277,13.9759611237685,25.751,32.581,29.223,57.241,65.979,61.548,44.799,55.524,13.193,14.204,39.75,75.6,68.7,1
10.3528239586578,13.5649249007127,25.669,33.187,29.494,58.363,66.92,62.588,45.465,56.111,11.626,12.407,40.931,76.2,69.1,1
8.80353040556115,11.4566677027124,24.631,30.976,27.862,57.272,66.441,61.808,44.422,55.447,9.835,10.295,39.903,76.3,69.0,1
7.84320912486619,10.3875107665287,26.538,31.1,28.862,59.943,67.803,63.839,46.36,56.673,9.299,8.639,41.696,76.3,69.1,1
7.05250173996933,9.51446965514502,26.138,31.517,28.88,61.563,69.5,65.506,47.476,58.189,7.287,6.518,43.433,76.3,69.2,1
7.54501868125384,9.79612257939786,26.349,33.722,30.109,62.733,71.263,66.98,48.333,59.776,5.759,5.479,45.629,76.6,69.5,1
7.74883673351623,10.0845421078073,25.085,33.764,29.512,62.007,70.551,66.271,47.521,59.002,6.623,6.993,48.187,77.1,69.9,1
7.85065823188632,9.8079382940458,26.705,35.419,31.151,62.776,71.397,67.086,47.794,59.47,9.613,10.863,43.958,77.2,70.0,1
7.12823849356062,9.70226040373685,24.903,33.787,29.441,62.49,70.194,66.35,47.224,58.249,10.116,12.267,42.701,77.8,70.7,1
6.60856183547846,9.31016379404816,25.404,35.207,30.419,63.731,71.193,67.479,47.849,58.754,10.846,13.528,43.328,77.9,70.9,1
6.80151054023125,9.49833707110928,24.793,34.233,29.628,65.135,72.466,68.824,48.577,59.671,11.845,13.906,42.783,78.6,71.3,1
7.12526481850826,10.0681591896852,22.731,31.447,27.199,65.623,73.184,69.435,48.63,60.112,10.402,12.313,41.998,78.0,71.1,1
6.86342549561496,9.8714876666156,21.257,30.396,25.947,65.995,73.332,69.7,48.573,60.027,8.416,9.775,39.2,78.2,71.2,1
6.8159019600194,9.37205073666895,19.635,27.894,23.879,65.118,72.848,69.027,47.666,59.467,6.966,8.095,37.916,78.5,71.3,1
6.62288841431217,9.27829506088024,21.905,30.424,26.29,67.689,75.627,71.708,49.518,61.668,5.946,6.346,38.398,78.4,71.4,1
6.46346564840463,9.20599664260808,19.348,27.754,23.681,67.609,76.074,71.9,49.218,61.927,4.651,5.691,39.209,78.6,71.5,1
5.95544012044489,8.41490278926388,20.078,27.488,23.904,69.336,77.911,73.687,50.276,63.402,3.869,4.539,39.245,78.8,71.6,1
6.14519021478734,8.6315323086759,18.254,25.275,21.885,68.132,76.985,72.629,49.188,62.435,4.764,5.423,39.218,77.5,70.0,1
5.90589298843054,8.52752762603327,15.508,24.134,19.974,68.327,76.637,72.551,49.034,62.0,5.033,5.473,38.605,75.1,68.1,1
97.0719072843806,92.1902087379281,66.622,78.339,72.512,72.291,87.951,79.841,70.313,87.383,2.754,2.4,136.61,51.679,48.875,0
96.9762711925705,92.1412356145261,65.316,77.841,71.624,70.88,87.69,79.004,69.014,87.153,2.959,2.517,135.684,52.376,49.225,0
96.8989354267871,91.9336776935085,63.986,77.333,70.719,69.445,87.441,78.166,67.68,86.912,3.067,2.539,130.965,52.578,49.471,0
96.7827944525821,91.8049541141477,62.641,76.805,69.796,67.975,87.17,77.304,66.311,86.658,3.25,2.631,127.504,52.7,49.752,0
96.6790727178414,91.5127840168326,61.275,76.264,68.856,66.486,86.915,76.442,64.911,86.392,3.158,2.476,130.013,53.172,50.32,0
96.5181702461267,91.3290076191352,59.899,75.704,67.9,64.963,86.631,75.551,63.481,86.115,4.033,3.096,128.557,53.786,50.953,0
96.3935652336505,90.9476268525308,58.504,75.132,66.928,63.428,86.364,74.662,62.026,85.827,4.67,3.488,128.128,54.617,51.479,0
96.2401598437711,90.6046886892402,57.105,74.544,65.94,61.867,86.069,73.741,60.55,85.533,4.341,3.18,129.284,55.158,52.234,0
95.7289239434731,90.0522962295433,55.584,72.7,64.25,61.451,84.851,72.942,60.111,84.26,3.934,2.824,129.055,55.777,52.878,0
95.1404405609321,89.3229555823343,54.063,70.791,62.524,61.066,83.596,72.13,59.698,82.948,4.102,3.088,129.054,56.842,53.745,0
94.4913805890737,88.8063131899703,52.54,68.819,60.765,60.705,82.295,71.306,59.307,81.587,4.297,3.382,128.047,57.32,54.493,0
93.856319896901,87.951782445025,51.016,66.788,58.977,60.367,80.943,70.469,58.937,80.172,4.181,3.401,129.541,57.888,54.959,0
93.1267545970926,87.0903604902646,49.49,64.704,57.164,60.049,79.536,69.617,58.587,78.703,4.209,3.544,130.065,58.616,55.527,0
92.3611111111112,86.2172115973399,47.966,62.571,55.332,59.749,78.066,68.746,58.258,77.175,4.131,3.582,130.329,59.096,56.033,0
91.5471002198907,85.3569850536994,46.447,60.402,53.485,59.462,76.528,67.85,57.954,75.595,4.298,3.858,130.291,59.262,56.277,0
90.6255213036277,84.4358595108597,44.936,58.203,51.628,59.193,74.924,66.931,57.675,73.961,4.458,4.134,127.006,59.884,56.727,0
90.0215453847152,83.7828384945752,44.768,57.936,51.413,59.196,74.788,66.873,57.69,73.836,4.637,4.435,122.57,60.401,57.184,0
89.4895185187313,83.0317526690096,44.592,57.688,51.205,59.207,74.667,66.826,57.704,73.714,4.697,4.613,118.473,60.927,57.623,0
88.884646655623,82.1408959865142,44.399,57.413,50.974,59.223,74.538,66.779,57.72,73.579,4.679,4.702,116.273,61.178,57.797,0
88.2515757176948,81.0790913298759,44.181,57.103,50.711,59.249,74.4,66.729,57.741,73.429,4.624,4.744,115.166,61.706,58.29,0
87.9973804733402,80.6445857065159,43.937,56.735,50.405,59.282,74.24,66.671,57.768,73.258,4.641,4.763,113.416,61.822,58.173,0
87.8032171051362,80.5355611213835,43.52,56.192,49.927,58.704,73.52,66.028,57.215,72.556,4.948,5.313,112.228,61.598,57.787,0
87.5196938287354,80.2370471942554,43.379,56.356,49.943,59.274,73.736,66.429,57.795,72.77,5.191,5.499,110.509,60.99,57.474,0
97.2715047566354,74.7455103082563,83.239,77.449,80.35,91.093,89.731,90.429,89.974,89.173,2.375,4.081,76.396,45.903,42.539,0
97.2392688876467,74.6829686176969,81.998,76.202,79.107,90.569,89.147,89.875,89.463,88.579,2.413,4.158,77.095,45.285,42.474,0
97.1846579094224,74.6481167731004,80.687,74.907,77.796,89.953,88.363,89.179,88.797,87.77,2.501,4.337,77.785,39.343,34.984,0
97.1393068535249,74.8072293439827,79.304,73.567,76.435,89.267,87.563,88.438,88.117,86.958,2.479,4.292,75.554,45.583,42.521,0
97.0171787560604,75.3188754381431,77.85,72.182,75.023,88.602,86.911,87.777,87.52,86.312,2.506,4.349,76.888,45.862,42.257,0
96.8855020476124,75.8172126891682,76.324,70.753,73.543,87.832,86.029,86.953,86.751,85.425,2.513,4.361,75.781,46.321,42.435,0
96.8418251796619,76.2973372615063,74.727,69.282,72.006,86.969,85.047,86.033,85.892,84.439,2.453,4.238,73.976,47.235,43.521,0
96.8534308374617,76.5167115341988,73.06,67.77,70.418,86.063,84.078,85.095,85.01,83.466,2.389,4.109,75.241,48.461,44.621,0
96.7629191421215,76.8631211226094,72.54,66.915,69.731,85.232,83.278,84.279,84.21,82.707,2.44,4.213,78.845,49.319,45.699,0
96.6617958076568,77.2403669074655,72.014,66.049,69.035,84.36,82.472,83.438,83.364,81.938,2.436,4.205,81.409,49.768,45.272,0
